text,label
id love to see their book collections 🤣😂,0
['trashwang by tyler the creator'],1
i feel so bad for black people they don’t deserve that everyone deserves to be treated equally no one deserves to be called those things especially not little children,0
"people who love her personality❤
 not trying to get likes
 👇🏾",0
['throw this towards her'],3
['jason begue crap'],1
['cringe clitoris 👇 🏻'],1
['i consider their outfits be killer theyd conniption in well at dollskill ❤ ️'],3
['revulsion'],1
bahasa isyarat yang mudah dimengerti tapi penampilan lucu sekali 😂😂😂,0
['therealkojakgrey homophile'],2
['disgusting wherefore nails'],1
coreyboat frrr,0
['admin gay b'],2
in love with their outfits omg,0
['slay queer'],3
['they reckon stupid'],2
['bro i look cringe videos 😢 but this is not cower this is superfluous super first rate super super super tops cringe'],1
['dont cry let her have him u dogged a bullet because the way she stick him is the same way she gone wanton him let him rifle find someone whos go actually have a go at it uranium'],2
['unity have a go at it hate this song'],3
['courteous monkeys'],2
patrick after drugs,0
ridiculo,1
['they are see mad black'],2
nobody said that💀,0
['its not cringe information technology waste of food for thought 😢'],1
hi,0
hooker on the corner,0
['this is so cringe an average discord mod eating his mean hammering food lop upwards as patrick boi'],1
mr  t,0
 star and rockstar in real life,0
['fuckin hatred'],3
you are useless,1
['cringe ❌ isnt creepy ✅ 💀 💀 👍 little number'],1
why did i think boys a liar before that,1
astaxfirillax axirat 😢😢😢😮😮😮,0
['god kill maine'],3
iconic✨️,0
['yolanda really destroyed both her daughters lifeto bella becoz if her looks and complexion and to gigi becoz of zayn and gigis coitus ace hate her'],3
['imprint live actual its killing me right now'],3
i lovee their outfits and their energy,0
['monkey'],2
['what the fck you iwe'],1
so stupide,1
['ew what the hell'],1
['it equal non my fashion 💁 \u200d ♀ ️ but she can wear what ever she want 😌 💅 its non like you get killed when you see that 🤭 🎀 i think this style is prety cool 💕 merely how i said it is not my style 🤍 no hatred ❤'],3
out sight problm can be solved but when you have insight it can really destroy till the end so being apart can be more peaceful if insight people are more evils,3
['wtf'],1
john ciullo dumb take,1
['slaaay ❤ ️'],3
['wtf be this'],1
['slap up skill 😂 😂'],3
['william blake morgan simpel 🤣'],2
['they slayed the rig'],3
['throw bastard into her oral cavity'],3
['scapegoats take information technology tough in childhood but narcissistic parents destroys the golden child as well over their lifetime scapegoats escape that environment and cut off the parent and has some semblance of normalcy the halcyon kid is always stuck in toxicity thinking the parent is in their position a narc parent in only on their own slope and no one else ’ mho'],3
['destroy those who is making the like mistake as qaum lut'],3
['jigaboo'],2
naaaah that boy aint worth a damn,0
['electronic warfare'],1
['slaaaaayyy 🤟 💅 🏼 💅 🏼'],3
another great save of the day by 😂,0
['that ’ s the dazed matter i ever seen'],1
['dekameter dog your 🔥'],2
['lesbian terror'],2
['slaaayyytt'],3
['blame the rappers snoop dog follow to blame boycott him'],2
['kaká is so goofy and stunned too'],2
['these fits exist trash'],1
['youre waste chocolate and youre so cringe'],1
built and dressed like a roblox character 💀,0
['cringe clit yuen ji safe zone seats only left 👇 👇'],1
getting your hummer stretched in a stretch hummer on your wedding day like dizamn bawse,0
['mycah garcia bitch 😭 😂 no you w d parole 😭 😂'],2
['they bump off so hard'],3
['bill knell wonder how noted you be sit down and shut up fool'],2
gives more of ice spice vibes idk why,0
['black girls that dress corresponding this be do it by me dearly … if my personality was an outfit 😂 🔥 ❤ ️'],2
['fateful ppl mainly jealous of white ppl that a fact'],1
['slay i hope you and your hubby exist doing great keep up the amazing work'],3
 quit hatting like a man,0
['kill the beat bro big rooter 👊'],3
['how to destroy a nice dress in more than than minutes'],3
['wtf button 》'],1
['slayyy you bathroom wear whatever you desire'],3
['you killed it bro 😍'],3
omg christianhull 😳😳😳😳,0
 and what do u wear toygeek,0
having a narcissistic mother can feel worse than death sometimes😢,1
['if you ever feel stupid remember these ppl exist cringe push 👇'],2
['if you ever feel useless stunned or anything negative on yourself remember that this guy cable exists'],2
['goofy ah stupid take care ah clowns'],2
['niggas hating cus they know they bad asf'],2
['awful 😂 😂 😂 😂'],1
['information technology not cower stop be so bad mannered and look at your actions 😢'],1
being a celebrity is worst sometimes,0
issei funny video 😂😂,0
['that nigas'],2
['cringe button ⬇ ️'],1
i want them both to be my gfs,0
['rapscallion'],2
['ohio fck blows upward'],1
['tiago santinelli precisa avaliar essas expressões faciais 😂 😂 😂 😂 😂'],1
['i fire up them to much 🤮 🤮 🤢 🤢'],3
eu qui ria ce o trabalha a i,0
"legends always focus on target 🗿🗿

👇",0
['patrice pricecuffee im pretty sure he older than you hes just opinionated and dumb'],1
kill it bro🇳🇬,3
['cringeeeeeeeeeeeeeeeeeeeeeeeee'],1
['look up wherefore he wears the like beat up shoes for that ’ s a coolheaded news report i win ’ mt ruin for yall'],3
i loveee them,0
['avoirdupois shit'],2
['killed information technology bro'],3
['do non let people break you no 1 has license to destroy you'],3
['you are count similar a ass hoe'],2
nossa q lindaaaaas mds❤️❤️❤️❤️,0
['they slay d'],3
['abnormal ass hoe'],2
shame on his parents i swear,1
['a irish pound booby directly to the temple would have quickly stopped her problem sword lily she got away and hopefully the low life be arrested'],1
in  years y’all are going to see how crazy these outfits are…,0
no when they go low i go low too,0
['police force should plain them'],3
enough youtube for today,0
['kick her keister'],3
['dress like genial illness'],1
['slays'],3
['i embody thinking boys a prevaricator by ice spice'],1
['niga pullingo'],2
['that fits are trash 🔥 🔥 🔥'],1
['trashy'],1
nope,0
['yolanda be extremely toxic 💔 💔 💔 🚩 🚩 🚩 🚩 🚩 🚩 🚩'],1
goofy ahh,0
it this is true it definately clear that money cant buy happiness,0
['slayeddd'],3
['folly in the highest form'],1
['they polish off fr'],3
['niggiss'],2
['sorry shes black'],2
['black hoi polloi are by far the most racist citizenry in u.s.a.'],1
['therealkojakgrey theyre too big to make fun lmfao loser energy'],1
['slayyyyyy'],3
['those got to personify the most annoying gripe ever in mortal'],2
black folk aint even black nomo,2
['it was karol wojtyla and everybody knew that on world dumbass'],1
['the last place near killed pine tree state 😂 😂 😂'],3
xrossan 💀,0
['followed you on spotify killin it'],3
mbalenhle lomphofu 😪😪,0
essa mulher tá orrivel cê tá louco 🤪,0
"[""my mother nigh destroyed me and the funny affair she ne'er apologized and i take all the hurt and invested in my self proud of you bell""]",3
['ew its not to a greater extent ” maine ur the caring about it in like its her style so she ofc can wear'],1
i understand gay people but at the same time i don’t,0
alguém traduz o que elas disseram,0
im soo glad she went into defense mode and saved herself,0
['her mother even destroyed her sisters relationship with zayn 😢 😢 narcist mom'],3
['fuck sakeeeeee 😂 😂 😂'],1
['police should quetch them'],3
['stupefied'],2
['kick his ass'],3
bro the wings in the background did you make them there so amazing,0
my middle name is that period 😂😂😂,0
['terrible 😂 😂 😂 😂'],1
forgot to update the game,0
['imbecile'],2
annoying,0
['slay 🔥'],3
i was thinking hello kitty by avril,0
['its not shrink its barren of food 😢'],1
['bill ring guess you were 1 to call black man “ boy ”'],2
bullet for tactics door and we’ll life,0
['that idiot got what she deserve the white idiot should follow embarrass she acted like a soft touch'],1
❤️❤️❤️🔥🔥🔥🔥,0
['niggiss'],2
look like a shit,2
['bed a bully give a kid that utilise to hit me everyday for week until i fuk him up and he treat me if iodine was his daddy from that day until future'],3
['make out niggas'],3
la habitacion hermosa tu  horrible,0
nobody forced her to be a frikin model soooo,0
['they slay fr'],3
are you deadass rn,2
hahahahahahaha😂😂😂😂,0
['ts cringy'],1
['you should die'],3
['this man is iconicif you grew upwardly in the you all know who he was i understand what hes sayingbut everyone i knew backwards in the day bang he wasnt to be fucked with lol so if you give the balls to shout him boyyou be dumblol'],2
"fr like
 
 for the haters
 
 
 go cry about it",0
['betise meets alot more stupidity i enounce 😡'],1
i was thinking that too,0
['bro he gay'],2
"[""jason begue i know that youre stupid af and that everything has to be explained to you before you get it what he was cite was the simple respect of being a man back in the day your disgusting nasty stinking skin folk in attempt to be mean would refer to black gentleman's gentleman as boy a man does not have to earn enough regard to be referred to as something other than a man""]",2
['those got to be the nigh teasing bitches ever in someone'],2
['i was most killed time and never made information technology political or cry on film tho'],3
['hello in that respect traveller welcome to the anticringe shop one saw you exploring the dark cave of cringe shorts earlier same anticringe pills care anticringe sword likes anticringe flashlight kills any cringe short with flash on them likes anticringe sign likes anticringe crown works more with the sword like anticringe protein thats all see you after'],3
['mr t be the capricorn'],2
i hate them tho💀,1
how will they use the washroom,0
ewww,0
['why that take a crap clappn blud'],1
john ciullo no one asked you fool,2
['thats one destroy toilet'],3
bella has gone through so much pressures she is a diamond by now 💎,0
['that idiot got what she deserve the white idiot should be embarrassed she acted alike a mug'],1
['genial illness'],1
['i make up imagine boys a liar'],1
['as a black woman i understood this conversation lol'],2
its okay to be deaf❤ and blind❤,0
['i heat them'],3
['isabella at that place are some cases in which a persons soul has be destroyed that you no longer have to honor them the real them represent gone blasphemy against the holy spirit destroys a persons soul this means something that only you whitethorn understand bank me'],3
wtfkei idk that’s just what came to mind 💀,0
['people should choke'],3
['for me personally bella live is and will be the greatest minor of yolanda she was more pretty than gigi when she was sizable but once again yolanda destroyed her with illness anxiety and depression'],3
kayla did love chanting on stage though 😂,0
 just scroll then,0
['horrível'],1
['bloody ogre 😡'],2
['hanging punish'],3
['they slayed ngl'],3
['dude fuckin property'],1
i want those outfits ate so hard😍,0
['another unitary burn the dust'],1
['you are idiots'],2
['nick nelson nah man she drub that shit 😂 😂 😂'],1
['niggas hat cus they know they bad asf'],2
['you gay'],2
credo que coisa pavorosa,0
['black blighter look shivery as fuck doin white face awesome euphony mate 👍'],2
period shuttttt upppp bitchiiiis,2
['you should die'],3
['strong arm cringe'],1
['your look in the background is killin pine tree state 🤣 🤣 😂 😂 song is killer'],3
['at the end of this skit you couldve at least gotten kill andto embody continued with this skit once againadd more fun just saying'],3
jordan croff fuck outta here with that bs he knew they all knew 😏🙄,1
evidently it did break her spirit cuz she was crying,0
['near to live caned they destroy the beauty of the place equally comfortably as place of adoration'],3
['atomic number 2 ’ mho a frank he ’ mho such a dog'],2
['do non let people break you no one has permission to put down you'],3
['killed information technology'],3
['followed you on spotify killin it'],3
['slayyyyy 🔥 🔥 🔥'],3
['haters will hate bigots volition bigot'],3
use me as a wtaf did i watchbutton,1
['their piece of tail corny stfu'],2
['blake morgan simpel 🤣'],2
['slay 🔥'],3
['they slayyed 😍 😍'],3
['their screwing corny stfu'],2
['bill ring you ridicule a man for demanding respect yet you do non comment about his unparalleled way to press ashen supremacy'],2
['my comrade in christ prevail that shit by'],1
['throw him into trash bin'],3
['they look stupefied af'],2
['i hate you 😢 😢'],3
['again wherefore im still look out these videos is corresponding now minutes of how to destruct things for useless use 🤦 🏻 \u200d ♀ ️ 😔'],3
['ahhahhhhhhhhhhhhhhh im scared'],3
she vapes that will destroy her health  beauty,3
['slayyyy'],3
['kg pudden head'],2
['you kill me i felt the same 😂 😂 😂'],3
['slayeddd'],3
['ultra cringe button 👇'],1
['stroke dogshit into her mouth'],3
girl forget about him you have better plans i support you❤ make him jealous😊,0
['grass a verdant tapestry of biography grass a seemingly ubiquitous and often drop plant holds a remarkable significance in the natural world its presence graces landscape from sprawling meadows to manicured lawns providing a foundation for ecosystems a source of sustenance for various creatures and a canvas for the intricate dance of life botanically classified under the family poaceae grasses belong to a diverse group of flowering plants with over species their resilience and adaptability have allowed them to thrive in almost every corner of the globe from the frosty tundra to the arid deserts comprising both ornamental lawns and wild grasslands this unassuming plant family is a cornerstone of terrestrial biodiversity at first glance grass may seem simple – slender green blades carpeting the ground yet beneath this unassuming facade lies a complex structure grasses typically have fibrous root systems that anchor them firmly in the soil preventing erosion and stabilizing landscapes the stems or culms emerge from the base supporting the leaves which are arranged in two ranks the leaf anatomy of grasses is distinct featuring parallel venation and a ligule – a small membrane forming structure at the junction of leaf and stem photosynthesis the process by which plants convert sunlight into energy is a pivotal aspect of grass biology chloroplasts within the leaf cells contain chlorophyll the pigment responsible for capturing sunlight grasses are efficient photosynthesizers converting carbon dioxide and water into glucose contributing to the global carbon paper cycle and playing a role in regulating climate beyond their ecological role as primary producers grasses are integral components of various ecosystems grasslands characterized by expanses of grasses with scattered trees are found on every continent except antarctica these ecosystems support diverse wildlife from herbivores grazing on the grasses to predators preying on them the symbiotic relationship between grasses and grazers like buffalo and zebras has shaped the evolution of both plant and animal species grass is also a staple in human agriculture cereal grains such as wheat rice and corn are grasses that form the basis of numerous diets worldwide grasses have been cultivated for thousands of years contributing not only to intellectual nourishment production but also to the development of civilizations the domestication of grasses marks a crucial milestone in human history enabling the establishment of settled communities and the growth of agricultural smart set in addition to their utilitarian roles grasses have cultural and aesthetic significance lawns often cultivated for their lush greenery serve as spaces for recreation and relaxation grass has inspired poetry art and philosophy symbolizing resilience renewal and the cyclical nature of life however grass faces challenges in the modern world urbanization climate change and habitat destruction threaten many grassland ecosystems putting the intricate web of life they support at risk understanding the complexities of grass biology and ecology is essential for developing sustainable practices that balance human needs with the preservation of natural habitats in conclusion grass is far more than a simple green carpet covering the earths surface it is a diverse and resilient family of plants that plays a vital role in ecosystems sustains life through agriculture and enriches human culture appreciating the intricate beauty and ecological grandness of grass encourages a deeper connexion with the natural world reminding us that even the seemingly humble leaf blade beneath our feet are woven into the tapestry of life on earth'],3
['you are a piece of diddly shit'],2
['project this towards her'],3
['i examine a video of lgbtq people saying fuck god hes the uncollectible'],3
['big actor'],1
"this is so cringe stopthistrend
 👇",1
['purchase guns ladies'],3
['ain ’ t no mode people are o.k. with this 💀 “ love personify love ” yes but it means men and women that ’ s genuine love bitches'],2
['they murder so strong'],3
['that fits are trash 🔥 🔥 🔥'],1
['cringe'],1
['sick unhinged people … make water a buck out of lies … did she speak to you did she air out her sum to you no shut your mouths and locomote in peace this live sicken'],1
everskies irl,0
['as a black woman atomic number 53 personify embarrassed'],2
['slaaaaaay'],3
['slap her'],3
['the most silent little girl in dumbo'],2
niggas be wearing like fortnite skins,2
im gonna cry from the nostoliga this brings back ,0
['autistic niggas'],2
['saint john ciullo fuk atomic number 92'],3
['this be indeed cringe to the point it gets scary'],1
['boys are prevaricator ¿'],1
['theyre racist covetous or have hoe disposition'],1
mis novias,0
['you should die'],3
im guessing  u only thought that only u want his money 😂,0
its a dumb,1
['black young lady'],2
['slaaaaayyyy'],3
['cringe button 👇'],1
['that nigaa be so unearthly'],2
['atomic number 2 legally changed his last name and it has a deep meaning this man got shopworn of being called boy as a black man by white ppl on top of that his father left him at a young age so wherefore hold on to that gens so he changed his name to t making him mr t allowing him to kill two birds with one stone so shut the hell up it ’ s his name and i bet if you were up there you would ’ ve been brave enough to called him anything but what he said 🤷 🏾 \u200d ♀ ️'],3
['slayy'],3
therealkojakgrey literally where,0
['material name is laurence tureaud he served in the us usa and be a military police police officer mps are the sturdy guys in the u. s. army because you have to impose the military law with people trained to kill'],3
['jump scared 😂'],3
['they slayyy omg'],3
['to be real man i just knew you by name i dont take heed to your songs only i heard a snippet today and i downloaded today im still downloading actually but one kinda stop reason yaa so hot and my phone is on 🔥 man even the fire fighters couldnt kill it but im not contain ❤ ️ dax'],3
['slaaayyy'],3
['ally sparks kaitesi i reckon hes gay 😂 😂'],1
coqquete❤,0
['you motherfuckers understand that 🍾 🍾 🍾 🍾 🍾 💯 🎯'],2
['quite a the shameless propaganda'],1
['cringe button 👇'],1
what in the fugly did i just see,1
['bet she equal on onlyfans lmao what a unintelligent girl'],1
['slayyyyy'],3
['nigga you be a fn goat 🐐 i bonk you man'],2
['cringe niggas'],1
['they dispatch the outfits'],3
['they slay screw them'],3
['its hence freaking annoying and upsetting knowing that your parents trust your sibling more and it feels like killing yourself when your sibling treat you like a trash ik it cuz i am going done it tooo'],3
['dim female'],2
['homo'],2
grass is a type of plant with narrow leaves growing from the base a common kind of grass is used to cover the ground in places such as lawns and parks grass is usually the colorcolour ‘green’ grasses are monocotyledon herbaceous plants the grasses include the grass of the family poaceae this family is also called gramineae the family also include some of the sedges cyperaceae and the rushes juncaceae these three families are not closely related but all of them belong to clades in the order poales they are similar adaptations to a common lifestyle the true grasses include cereals bamboo and the grasses of lawns turf and grassland uses for graminoids include food as grain sprouted grain shoots or rhizomes drink beer whisky pasture for livestock thatching thatch paper fuel clothing insulation construction sports turf basket weaving and many others many grasses are short but some grasses can grow very tall such as bamboo plants from the grass family can grow in many places and make grasslands including areas which are very arid or cold there are several other plants that look similar to grass and are referred to as such but are not members of the grass family these plants include rushes reeds papyrus and water chestnut seagrass is a monocot in the order alismatales grasses are an important food for many animals such as deer buffalo cattle mice grasshoppers caterpillars and many other grazers unlike other plants grasses grow from the bottom so when animals eat grass they usually do not destroy the part that grows this is a part of why the plants are successful without grass soil may wash away into rivers erosion,0
love your music,0
['odogwu 1 of 🇳 🇬 💕 👏'],2
['shut out up fool'],1
['her mother even destroy her sisters relationship with zayn 😢 😢 narcissist mom'],3
['i commiseration the mug'],1
['wtf 🤬'],1
['fucking'],1
['cring 👇'],1
['iodin wouldve dog walked that pig'],2
['yolanda is wretched that misfortunate beautiful girl thank god she and gigi have eachother'],2
['dad im pock'],3
['yes the people have spoken sometimes it ’ s so obstruct being a male needs to be in prison and circumstances of rehabilitation if that can help at all a worthful lesson needs to embody learned by this everything that turns to wokenism gendernism canceling culture killing baby and draconian mandates turns to rubbish unfortunately we have bad people who spend energy on bad ideologies and this is one of many'],3
i wanna be friends with them they seem fun ,0
man sometimes bro you may not know theres a lot that can relate,0
['when this chance its on the news and people rally when a grim person down another black person nonentity does or says anything'],3
['my mom love me merely in the other side she demolish me excessively yes life is operose'],3
i love yr outfit omg ❤,0
['monster gamey'],2
['agstufiallah normal mankind there fucked'],1
['admin gay b'],2
['odogwu'],2
['what in the fugly did i just learn'],1
dont wear pants like that wear it a bit long not a hate commet  but i still love your videos 😊😊😊,0
['ignominy on that man'],1
['bill knell always a jealous ass ￼ racist someone saying nescient things when black peoples put them in their place you ass'],2
 boo hoo,0
['black american style'],2
wispybunniee 😎🗿,0
how old are they 😢,0
those dumbells wld be in his head 😭😭😭 thats so scary poor girl,1
margaret onywera especially valentino 🤣,0
['slay i hope you and your husband be doing great keep astir the awesome oeuvre'],3
['sleep together lit yo you ever head of froggy production atomic number 2 has a website sound a pile similar shit he be spitting helium comprise in mt pleasant mi'],1
that is the ugliest thing i’ve ever seen,1
['black female person'],2
['you are cretin'],2
['your bad screw you will survive down pat every bit one of the greatest'],1
['fuck sakeeeeee 😂 😂 😂'],1
['fuck this grooming dude ☠ ️'],1
i never knew i could understand a script without a dialogue 😂,0
have the adults stop adulting,0
therealkojakgrey ur moms to big,0
omf they both look adorable but the pink one omgggg tt,0
['black garden pink niggis'],2
['monster high 😍'],2
['hatred that yall have to curse loved information technology until and so sorry non for me'],3
['you must be crazy 🤪'],2
ooooooo😮,0
['know it defeat it'],3
['scalawag'],2
['death penalization 💯'],3
['clearly a narcissist mother 💁 🏻 \u200d ♀ ️'],1
['atrocious'],1
het some clothes…,0
['ngga'],2
horrible so sad how women are treated by islamic rule 😔😔,1
['clarence shepard day jr. i want to purchase you palm wine with dog meatnkita'],2
['that idiot got what she deserved the white cretin should live embarrassed she behave like a motley fool'],1
['i heat them to much 🤮 🤮 🤢 🤢'],3
['dude atomic number 53 ’ ve heard of stalking simply what the the heck'],3
hairyy niggas 😂,0
['niggaz in paris'],2
wtf this is a joke i think some one drug this guy and make it look like this bc how he can do something like this is impossible not to get cut,1
ossmane prazeres,0
lindas dms,0
it was so funny the way she looked at him,0
['black goths fatal goths grim goths'],2
['nigas'],2
mutiga soloh😂,0
ídolas,0
['circular knell dude youre stupid'],2
oh just your fellow black american we love dem folks,0
['go to hell'],3
['this be soooo gayiam outta here'],2
['bill knell you be a clown go ingest a pile'],1
['nigga'],2
['slayeddd'],3
['cretin'],2
['woulda gone directly for the dumbells'],1
['cringe all around'],1
['slay'],3
['skill topic'],3
['the way unity titter and kicked back my feet in air while being a silly billy mind to this'],3
['cringe multitudinous 🎉 🎉 🎉'],1
['bitches look alike some urbz forth sims in the city'],2
bra left chat,0
guys let her live her live u can just scroll and say nothing and her style fits her,0
['how to destroy a dress in'],3
ki,0
omg ive loved aliyah since twitter lol,0
['unity be gonna order boys a liar but yeah'],1
['respectfully what the fuck is that'],1
['the agency i titter and kicked back up my feet in air while be a silly billy listen to this'],3
['they slayy'],3
pereiododododod’t,0
['federal reserve note knell dude youre dolt'],2
['abnormal arse hoe'],2
['allah has order america to kill the one who dose information technology and receives information technology they lucky they didn ’ t sustain their read/write head cut off'],3
emo,0
['do the king reply odogwu 👑 👑'],2
therealkojakgrey absolutely not,0
['she vapes that testament put down her health sweetheart'],3
my favorite 😭❤️❤️❤️❤️❤️,0
['they seem alike a duo from a modern day horror film that would baffle killed'],3
['most stupidest fits'],2
['thats the ugliest effin attire i of all time look'],1
['secret plan prepare kids aggressive e rd i v kick the bucket teach the grming industriousness lessont'],3
['this is wherefore why people get beat out up these daytime and bullied all you do exist get beat up'],3
['rattling unsporting 🤢 🤢'],1
['if i see them on the route i would be scared 😂 😂 😂 😂'],3
['måhfuz såyem sala ata tui 😂 😂'],2
['its rattling advantageously known how assaulter get their chance on tiptop polite victim helping each other is beautiful taking care of yourself over the rest of the world is a must watch out dont have your forgivingness put you on the hands of a killer'],3
['sick bro'],1
['black citizenry are by far the most antiblack people in u.s.a.'],1
['american affair bro obama bombed a hospital in islamic state of afghanistan'],3
['wtf its fake'],1
it’s their family issue to talk out but i rate both the sisters for staying united ❤❤,0
fueros en usa,0
['as a black fair sex i understood this conversation lol'],2
['tf they wearing if yall imagine thia is style yall are idiots'],2
her mother is evil,1
i’m losing hope,0
['slayyyyy gurl'],3
['look alike a unnatural'],2
 awn mannn,0
['you must exist sick 🤪'],2
['i detest islam sorry iam not against it i do t hold with it sorry'],1
['its real well know how attackers arrest their chance on super polite victims helping each other is beautiful taking care of yourself over the rest of the world is a mustiness watch kayoed dont let your kindness put you on the hands of a slayer'],3
['she live stupid 😢'],2
or staff,0
['this is disgusting and so wrong and thence dazed'],2
['electronic warfare'],1
['slaaaaayyy 🤟 💅 🏼 💅 🏼'],3
['y ’ all killin maine tryna low play this man celebritism and yea i know that ain ’ t no veridical word this man was as famous as michael jackson he had his own shucks grain'],3
['they portion one braincell im not implying that they are stupid'],2
hobos,0
['wtf took a decent dress and made information technology look like entire scum'],1
average roblox chibi doll avatar,0
['pls supreme being withdraw this niggas from our world'],3
love their vibe,0
['having a mother like a yolanda hadid can cause you to feel like you aren ’ t beautiful yolanda is a “ model ” world health organization tried every way she could to get her daughter to survey in her footsteps i guess she mother what she wanted simply at what price her daughters self hate'],1
['this is wherefore why citizenry get ticktock upward these day and bullied all you answer is get beat up'],3
['dax odogwu doingsmuch love 🇳 🇬'],2
['slay nance'],3
['cant postponement odogwu 😊'],2
['niggas in paris'],2
['the stooge'],2
and what pain is that exactly,0
['sooooooo gay'],2
kankamla alaka seviyem vistargkc,0
['ew and cringe'],1
['you should die'],3
['thats get it on grose'],1
ouch is there a full video,0
['holy fuck 😳 😍 😍'],1
['ngga'],2
ghostboiwiththemost how so,0
['go to hell'],3
bela mother and kendel mother are selfish mother,1
['police should shoot them'],3
period💀,0
ice pace,0
['black girl rock 🙌 🏾 👏 🏾 🙏 🏽 🤗'],2
['you motherfuckers understand that 🍾 🍾 🍾 🍾 🍾 💯 🎯'],2
therealkojakgrey lol uh ok,0
" love it🥰🥰😍😍
 
  what
 🤮🤢",0
['what rubbish'],1
['cringe overload'],1
['why dont you die'],3
['you are a art object of shit'],2
life ruined,0
['my mom love me but in the other english she destroy maine too yes life be voiceless'],3
['dam tag your 🔥'],2
therealkojakgrey okay incel,0
['detest them'],3
['wtf lol 😂'],1
hard work makes us ugly,0
['black son'],2
['bakwas 😂 😂'],1
['very filthy 🤢 🤢'],1
['simply gonna be good dog you missed a nether region of a lot of opportunity to write some insane double entendres and all you did was mime a generic sociopathic attitude this is only tepid'],2
['agree to this 1 keep malaysia clean and jerk from this stupid multitude oh should i call them the great unwashed ehem animal postponement even animal know gender hmm'],1
most avarage  player in real life💀,0
['ewww cringeits non anymore ewww hateits not anymore'],1
['wtf do i just watch'],1
omg i have glasses like that but pink,0
['niggiees'],2
['this is not to be unmannerly just they look like sport prostitutes'],1
['yukkk'],1
['retard'],2
['information technology a dumb'],1
['this is the most vile conniption atomic number 53 ever saw'],1
['shoot him'],3
['invoice knell dude youre stupid person'],2
omg😮 why,0
['slay 🔥'],3
['they seem similar a duo from a forward looking day horror picture that would get vote out'],3
['as a black girl i know exactly what she said hint it was toxic its just now our language when u wanna represent toxic with eye contact 😂 😂 😂 😂 😂 😂 😂'],2
['they ’ re non even cringe or ugly they are literally so lovely and pretty'],1
['atrocious'],1
['you are look similar dog'],2
['please let replace these humans for detent'],2
urluvsan samdallaway,0
i wonder if his parents wrote that,0
['mothers sometimes destroys their children just by words 😭 😭'],3
['you motherfuckers understand that 🍾 🍾 🍾 🍾 🍾 💯 🎯'],2
['peace be upon you it is offence destroying people ’ s lives information technology is the son of satan the lamia crataegus laevigata god protect and bless everyone amen lord of the worlds'],3
['cringe enough said'],1
find the gym find god,0
['be dont detest them we shoot so with ak howdie'],3
['odogwu unrivaled of 🇳 🇬 💕 👏'],2
['bruh this shit flame'],1
['what the piece of ass'],1
my two personalities,0
at least shes crying in her mansion,0
['john ciullo you later fool'],2
['bro he gay'],2
['i was about killed times and never made information technology political or cried on film tho'],3
['autistic niggas'],2
['bloody'],2
['whipping boy have it tough in childhood but narcissistic parent destroys the golden child as well over their lifetime scapegoats escape that environment and cut off the parent and has some semblance of normalcy the golden child is always stick by in perniciousness thinking the parent is in their position a narc parent in only on their own side and no one else ’ s'],3
fofas,0
['its so freaking annoying and upsetting know that your parents commit your sibling more than and it feel like killing yourself when your sibling treats you like a trash ik it cuz i am going done it tooo'],3
['i roll in the hay hate them'],3
['girl wtf ⁉ ️'],1
niggas in paris,2
['slayyyy'],3
['they seem like a duo from a modernistic daytime horror picture that would get killed'],3
lol 😆,0
['facial expression like a stern'],2
['strain be so trash'],1
['awful'],1
['calamitous women always receive this beautiful department of energy'],2
glxtterbrainz that aint confidence they literally copy and paste,0
['kmt rubbish'],1
['bill knell always a green eyed ass ￼ racialist person saying nescient thing when black peoples put them in their place you ass'],2
['as a black person with black friends i john confirm we do this 😂 ps we coiffe up down citizenry for i securities and exchange commission non tho'],2
['the most tacit girls in dumbo'],2
['ane hate niggas'],2
['i wish i went through what she went through thats all sometimes you roast really go over there are 1000000000000 of people dice of hunger 😢 😢 😢 😢 😢 😢 😢 😢 😢 today well nigh everyone goes through depression and anxiety i am first in that list and i am feel bad for my self but for others yes war hungriness killing a woman on street 😢'],3
['dont cry countenance her induce him u tag a bullet because the way she got him be the same path she gone lax him let him conk find soul whos gone really love u'],2
bratz,0
['horor 😂'],1
['nooky you bitch gay backside hoe'],3
['kaká is so cockamamie and stupid too'],2
imagine caring a child for nine months feeding him nurturing him teaching him the essence of life going through hardships with him and this is how he turns out,0
love ur music,0
['slay queen'],3
['wye am i the lonesome nonpareil thinkin they killin those paroxysm yall hatin 💀'],3
 night standers 😆,0
['they remove'],3
['black young woman'],2
yamuraghazade تلسیدم,0
['monster gamey fr'],2
['nicole bailey that ’ entropy killed me 🤣 👍 🏼'],3
['stfu'],3
['i compassion the fool who address him anything else'],1
['wtf button 👉'],1
['slay king'],3
therealkojakgrey and u  small for hating 🤏🏾,0
['yes bro hold on killing it'],3
['killed it bro'],3
do you ever get tires of sayin stupid ass shit on facebook🙄🙄,1
['slayyyyyy'],3
